player_id,season,gameweek,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,now_cost,selected_by_percent,transfers_in,transfers_out,first_name,second_name,web_name,element_type,team_id,code,name,short_name,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,points_last_gw,points_last_3_gws
5,2025/26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,64,17.2,308605,2938,Gabriel,dos Santos Magalhães,Gabriel,2,1,226597,Arsenal,ARS,1300,1375,1340,1400,1260,1350,0.0,0.3333333333333333
5,2025/26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,64,17.2,308605,2938,Gabriel,dos Santos Magalhães,Gabriel,2,1,226597,Arsenal,ARS,1300,1375,1340,1400,1260,1350,0.0,0.0
5,2025/26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,64,17.2,308605,2938,Gabriel,dos Santos Magalhães,Gabriel,2,1,226597,Arsenal,ARS,1300,1375,1340,1400,1260,1350,0.0,0.0
5,2025/26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,64,17.2,308605,2938,Gabriel,dos Santos Magalhães,Gabriel,2,1,226597,Arsenal,ARS,1300,1375,1340,1400,1260,1350,0.0,0.0
5,2025/26,18,19,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.2,4.0,0.3,1,64,17.2,308605,2938,Gabriel,dos Santos Magalhães,Gabriel,2,1,226597,Arsenal,ARS,1300,1375,1340,1400,1260,1350,0.0,0.0
5,2025/26,19,76,1,0,1,0,0,0,0,0,0,0,3,40,47.8,1.4,35.0,8.4,15,64,17.2,308605,2938,Gabriel,dos Santos Magalhães,Gabriel,2,1,226597,Arsenal,ARS,1300,1375,1340,1400,1260,1350,1.0,0.3333333333333333
6,2025/26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,1.0,5.333333333333333
6,2025/26,5,90,0,0,0,1,0,0,0,0,0,0,0,15,22.0,3.0,4.0,2.9,2,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,0.0,2.3333333333333335
6,2025/26,6,45,0,0,0,0,0,0,0,0,0,0,0,8,5.4,11.8,2.0,1.9,1,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,2.0,1.0
6,2025/26,7,90,0,0,1,0,0,0,0,0,0,0,0,30,28.2,2.2,0.0,3.0,6,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,1.0,1.0
6,2025/26,8,90,0,0,1,0,0,0,0,0,0,0,0,26,17.4,2.8,2.0,2.2,6,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,6.0,3.0
6,2025/26,9,45,0,0,0,0,0,0,0,0,0,0,0,10,7.4,1.5,0.0,0.9,1,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,6.0,4.333333333333333
6,2025/26,10,90,0,0,1,0,0,0,0,0,0,0,0,29,19.2,6.1,0.0,2.5,6,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,1.0,4.333333333333333
6,2025/26,11,90,0,0,0,2,0,0,0,0,0,0,0,4,17.2,4.5,6.0,2.8,1,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,6.0,4.333333333333333
6,2025/26,12,90,0,0,0,1,0,0,0,0,0,0,0,12,15.6,1.5,0.0,1.7,2,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,1.0,2.6666666666666665
6,2025/26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,2.0,3.0
6,2025/26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,0.0,1.0
6,2025/26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,0.0,0.6666666666666666
6,2025/26,16,90,0,0,0,1,0,0,0,0,0,0,0,14,16.4,5.1,4.0,2.6,2,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,0.0,0.0
6,2025/26,17,90,0,0,1,0,0,0,0,0,0,0,0,27,17.0,1.4,0.0,1.8,6,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,2.0,0.6666666666666666
6,2025/26,18,90,0,0,0,1,0,0,0,0,0,0,0,10,10.4,0.8,2.0,1.3,2,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,6.0,2.6666666666666665
6,2025/26,19,90,0,0,0,1,0,0,0,0,0,0,0,10,9.4,1.0,0.0,1.0,2,59,11.7,13644,12659,William,Saliba,Saliba,2,1,462424,Arsenal,ARS,1300,1375,1340,1400,1260,1350,2.0,3.3333333333333335
7,2025/26,4,67,0,0,1,0,0,0,0,1,0,0,0,16,5.4,12.6,2.0,2.0,5,57,9.0,726,36811,Riccardo,Calafiori,Calafiori,2,1,466075,Arsenal,ARS,1300,1375,1340,1400,1260,1350,2.0,9.333333333333334
7,2025/26,5,90,0,0,0,1,0,0,0,0,0,0,0,7,3.6,6.2,19.0,2.9,2,57,9.0,726,36811,Riccardo,Calafiori,Calafiori,2,1,466075,Arsenal,ARS,1300,1375,1340,1400,1260,1350,5.0,6.666666666666667
7,2025/26,6,69,0,0,0,1,0,0,0,1,0,0,0,0,3.6,16.8,10.0,3.0,1,57,9.0,726,36811,Riccardo,Calafiori,Calafiori,2,1,466075,Arsenal,ARS,1300,1375,1340,1400,1260,1350,2.0,3.0
7,2025/26,7,74,0,0,1,0,0,0,0,0,0,0,0,26,8.8,5.4,19.0,3.3,6,57,9.0,726,36811,Riccardo,Calafiori,Calafiori,2,1,466075,Arsenal,ARS,1300,1375,1340,1400,1260,1350,1.0,2.6666666666666665
7,2025/26,8,90,0,0,1,0,0,0,0,0,0,0,0,26,12.6,8.0,9.0,3.0,6,57,9.0,726,36811,Riccardo,Calafiori,Calafiori,2,1,466075,Arsenal,ARS,1300,1375,1340,1400,1260,1350,6.0,3.0
7,2025/26,9,81,0,0,1,0,0,0,0,0,0,0,0,26,4.6,3.8,2.0,1.0,6,57,9.0,726,36811,Riccardo,Calafiori,Calafiori,2,1,466075,Arsenal,ARS,1300,1375,1340,1400,1260,1350,6.0,4.333333333333333
7,2025/26,10,71,0,0,1,0,0,0,0,0,0,0,0,33,16.0,3.3,17.0,3.6,6,57,9.0,726,36811,Riccardo,Calafiori,Calafiori,2,1,466075,Arsenal,ARS,1300,1375,1340,1400,1260,1350,6.0,6.0
7,2025/26,11,90,0,0,0,2,0,0,0,0,0,0,0,-1,11.4,7.8,35.0,5.4,1,57,9.0,726,36811,Riccardo,Calafiori,Calafiori,2,1,466075,Arsenal,ARS,1300,1375,1340,1400,1260,1350,6.0,6.0
